,longitude,latitude,month,hour,day,local_authority_(district),1st_road_class,1st_road_number,speed_limit,accident,weather_conditions,junction_detail
11735,-1.2793459999999999,53.759492,6,5.0,8,141,2,1,70,0,1,3
11736,0.12109,51.495067999999996,9,0.0,27,6,3,2041,30,1,1,0
11737,0.12109,51.495067999999996,1,0.0,23,647,3,2041,30,0,1,0
11738,0.12109,51.495067999999996,3,17.0,23,347,3,2041,30,0,1,0
11739,0.12109,51.495067999999996,5,16.0,9,583,3,2041,30,0,1,0
11740,-0.35977,53.754204,6,16.0,24,228,6,0,30,1,1,3
11741,-0.35977,53.754204,7,22.0,20,164,6,0,30,0,1,3
11742,-0.35977,53.754204,2,14.0,20,455,6,0,30,0,1,3
11743,-0.35977,53.754204,6,5.0,27,649,6,0,30,0,1,3
11744,-0.391904,53.731339,1,18.0,20,228,6,0,30,1,1,3
11745,-0.391904,53.731339,11,1.0,7,58,6,0,30,0,1,3
11746,-0.391904,53.731339,8,14.0,14,465,6,0,30,0,1,3
11747,-0.391904,53.731339,7,12.0,21,374,6,0,30,0,1,3
11748,-1.334202,52.538522,10,20.0,29,361,4,4669,60,1,2,0
11749,-1.334202,52.538522,9,12.0,19,333,4,4669,60,0,2,0
11750,-1.334202,52.538522,12,9.0,19,394,4,4669,60,0,2,0
11751,-1.334202,52.538522,10,22.0,6,314,4,4669,60,0,2,0
11752,-2.0003990000000003,52.57765500000001,2,13.0,16,307,3,4148,30,1,1,6
11753,-2.0003990000000003,52.57765500000001,2,7.0,15,640,3,4148,30,0,1,6
11754,-2.0003990000000003,52.57765500000001,7,1.0,16,465,3,4148,30,0,1,6
11755,-2.0003990000000003,52.57765500000001,5,23.0,4,733,3,4148,30,0,1,6
11756,-1.073675,50.801146,10,8.0,14,498,6,0,20,1,1,6
11757,-1.073675,50.801146,12,4.0,6,815,6,0,20,0,1,6
11758,-1.073675,50.801146,7,15.0,14,856,6,0,20,0,1,6
11759,-1.073675,50.801146,12,11.0,17,125,6,0,20,0,1,6
11760,-1.8041909999999999,53.651607999999996,9,13.0,26,203,3,640,30,1,1,3
11761,-1.8041909999999999,53.651607999999996,7,9.0,15,939,3,640,30,0,1,3
11762,-1.8041909999999999,53.651607999999996,4,21.0,4,745,3,640,30,0,1,3
11763,-1.8041909999999999,53.651607999999996,2,11.0,5,703,3,640,30,0,1,3
11764,-1.427865,53.485994999999996,3,15.0,25,210,6,0,60,1,1,3
11765,-1.427865,53.485994999999996,11,18.0,18,846,6,0,60,0,1,3
11766,-1.427865,53.485994999999996,10,15.0,24,556,6,0,60,0,1,3
11767,-1.427865,53.485994999999996,6,6.0,2,793,6,0,60,0,1,3
11768,0.8940459999999999,50.9905,11,23.0,26,539,3,259,30,1,1,9
11769,0.8940459999999999,50.9905,8,1.0,17,131,3,259,30,0,1,9
11770,0.8940459999999999,50.9905,10,14.0,6,231,3,259,30,0,1,9
11771,0.8940459999999999,50.9905,12,1.0,23,346,3,259,30,0,1,9
11772,0.700292,52.247693,1,16.0,28,414,3,1302,30,1,4,0
11773,0.700292,52.247693,7,13.0,24,744,3,1302,30,0,4,0
11774,0.700292,52.247693,7,4.0,25,451,3,1302,30,0,4,0
11775,0.700292,52.247693,3,22.0,23,22,3,1302,30,0,4,0
11776,-4.20325,53.187617,7,21.0,18,722,6,0,30,1,1,3
11777,-4.20325,53.187617,10,19.0,25,808,6,0,30,0,1,3
11778,-4.20325,53.187617,2,13.0,9,450,6,0,30,0,1,3
11779,-4.20325,53.187617,1,3.0,25,289,6,0,30,0,1,3
11780,-2.076031,52.783106999999994,8,12.0,25,255,6,26,30,1,1,3
11781,-2.076031,52.783106999999994,10,8.0,19,456,6,26,30,0,1,3
11782,-2.076031,52.783106999999994,1,14.0,2,690,6,26,30,0,1,3
11783,-2.076031,52.783106999999994,5,8.0,6,367,6,26,30,0,1,3
11784,0.643651,51.248272,7,15.0,24,536,1,20,70,1,1,0
11785,0.643651,51.248272,7,3.0,25,727,1,20,70,0,1,0
11786,0.643651,51.248272,5,17.0,28,477,1,20,70,0,1,0
11787,0.643651,51.248272,11,23.0,14,595,1,20,70,0,1,0
11788,-0.44649300000000003,51.406718,10,10.0,13,40,6,6265,30,1,1,8
11789,-0.44649300000000003,51.406718,10,15.0,10,630,6,6265,30,0,1,8
11790,-0.44649300000000003,51.406718,9,18.0,12,14,6,6265,30,0,1,8
11791,-0.44649300000000003,51.406718,12,2.0,10,456,6,6265,30,0,1,8
11792,-3.071978,54.207995,7,20.0,18,65,3,590,50,1,1,0
11793,-3.071978,54.207995,9,3.0,20,591,3,590,50,0,1,0
11794,-3.071978,54.207995,3,17.0,27,634,3,590,50,0,1,0
11795,-3.071978,54.207995,11,23.0,19,574,3,590,50,0,1,0
11796,-2.074091,52.523153,7,14.0,24,303,3,4037,30,1,9,6
11797,-2.074091,52.523153,2,23.0,14,824,3,4037,30,0,9,6
11798,-2.074091,52.523153,5,22.0,18,251,3,4037,30,0,9,6
11799,-2.074091,52.523153,5,21.0,21,324,3,4037,30,0,9,6
11800,-0.6165930000000001,51.528758,9,12.0,25,473,6,7302,30,1,1,3
11801,-0.6165930000000001,51.528758,11,13.0,7,588,6,7302,30,0,1,3
11802,-0.6165930000000001,51.528758,6,4.0,14,570,6,7302,30,0,1,3
11803,-0.6165930000000001,51.528758,6,22.0,9,490,6,7302,30,0,1,3
11804,-3.2454330000000002,55.933406000000005,9,17.0,25,923,3,71,30,1,1,6
11805,-3.2454330000000002,55.933406000000005,2,23.0,9,158,3,71,30,0,1,6
11806,-3.2454330000000002,55.933406000000005,11,6.0,20,1,3,71,30,0,1,6
11807,-3.2454330000000002,55.933406000000005,3,10.0,14,933,3,71,30,0,1,6
11808,0.033442,50.809756,10,7.0,29,554,5,7,50,1,1,3
11809,0.033442,50.809756,8,22.0,21,446,5,7,50,0,1,3
11810,0.033442,50.809756,11,11.0,17,739,5,7,50,0,1,3
11811,0.033442,50.809756,3,0.0,14,83,5,7,50,0,1,3
11812,-0.233927,51.516329,10,15.0,15,11,5,0,30,1,1,8
11813,-0.233927,51.516329,8,7.0,11,383,5,0,30,0,1,8
11814,-0.233927,51.516329,10,7.0,12,790,5,0,30,0,1,8
11815,-0.233927,51.516329,3,11.0,18,361,5,0,30,0,1,8
11816,-0.7577689999999999,51.502814,3,23.0,14,474,6,7417,40,1,1,0
11817,-0.7577689999999999,51.502814,5,9.0,22,520,6,7417,40,0,1,0
11818,-0.7577689999999999,51.502814,4,12.0,24,630,6,7417,40,0,1,0
11819,-0.7577689999999999,51.502814,11,14.0,7,538,6,7417,40,0,1,0
11820,0.423387,51.308082,5,22.0,29,542,3,228,40,1,1,6
11821,0.423387,51.308082,11,13.0,15,936,3,228,40,0,1,6
11822,0.423387,51.308082,3,22.0,16,126,3,228,40,0,1,6
11823,0.423387,51.308082,7,18.0,4,71,3,228,40,0,1,6
11824,-0.795927,51.620024,12,17.0,31,480,5,99,60,1,2,3
11825,-0.795927,51.620024,7,21.0,20,894,5,99,60,0,2,3
11826,-0.795927,51.620024,12,2.0,4,444,5,99,60,0,2,3
11827,-0.795927,51.620024,2,15.0,9,355,5,99,60,0,2,3
11828,-3.418593,51.697551000000004,7,14.0,28,744,4,4275,30,1,8,3
11829,-3.418593,51.697551000000004,3,4.0,17,424,4,4275,30,0,8,3
11830,-3.418593,51.697551000000004,8,1.0,22,750,4,4275,30,0,8,3
11831,-3.418593,51.697551000000004,9,13.0,5,577,4,4275,30,0,8,3
11832,-1.777148,51.564465999999996,12,15.0,13,633,6,0,30,1,1,6
11833,-1.777148,51.564465999999996,3,23.0,27,690,6,0,30,0,1,6
11834,-1.777148,51.564465999999996,7,1.0,3,785,6,0,30,0,1,6
11835,-1.777148,51.564465999999996,5,7.0,21,60,6,0,30,0,1,6
11836,-2.197453,53.04669499999999,3,20.0,24,257,3,50,30,1,1,3
11837,-2.197453,53.04669499999999,7,22.0,18,927,3,50,30,0,1,3
11838,-2.197453,53.04669499999999,12,12.0,28,520,3,50,30,0,1,3
11839,-2.197453,53.04669499999999,1,21.0,5,697,3,50,30,0,1,3
11840,-0.308142,51.512747,2,15.0,20,27,3,4020,30,1,1,3
11841,-0.308142,51.512747,6,20.0,19,427,3,4020,30,0,1,3
11842,-0.308142,51.512747,4,4.0,9,474,3,4020,30,0,1,3
11843,-0.308142,51.512747,4,13.0,7,98,3,4020,30,0,1,3
11844,1.328393,52.636998,7,18.0,23,404,3,1042,30,1,1,1
11845,1.328393,52.636998,10,20.0,24,6,3,1042,30,0,1,1
11846,1.328393,52.636998,2,0.0,20,568,3,1042,30,0,1,1
11847,1.328393,52.636998,4,4.0,11,354,3,1042,30,0,1,1
11848,0.913831,51.881958000000004,3,20.0,31,455,6,0,30,1,4,3
11849,0.913831,51.881958000000004,9,20.0,21,485,6,0,30,0,4,3
11850,0.913831,51.881958000000004,4,20.0,27,822,6,0,30,0,4,3
11851,0.913831,51.881958000000004,2,15.0,16,315,6,0,30,0,4,3
11852,-2.762696,53.378267,9,15.0,27,124,5,2015,40,1,1,0
11853,-2.762696,53.378267,5,16.0,11,360,5,2015,40,0,1,0
11854,-2.762696,53.378267,8,2.0,9,322,5,2015,40,0,1,0
11855,-2.762696,53.378267,11,6.0,23,893,5,2015,40,0,1,0
11856,0.891287,52.326228,10,9.0,28,414,3,143,60,1,2,3
11857,0.891287,52.326228,4,10.0,28,396,3,143,60,0,2,3
11858,0.891287,52.326228,5,21.0,20,484,3,143,60,0,2,3
11859,0.891287,52.326228,3,2.0,12,6,3,143,60,0,2,3
11860,-1.3660780000000001,50.982834000000004,1,6.0,13,491,1,3,70,1,8,0
11861,-1.3660780000000001,50.982834000000004,1,10.0,11,692,1,3,70,0,8,0
11862,-1.3660780000000001,50.982834000000004,1,4.0,25,240,1,3,70,0,8,0
11863,-1.3660780000000001,50.982834000000004,5,20.0,12,853,1,3,70,0,8,0
11864,-4.174943,50.398501,10,16.0,20,583,3,3064,30,1,1,0
11865,-4.174943,50.398501,2,23.0,25,225,3,3064,30,0,1,0
11866,-4.174943,50.398501,1,8.0,6,929,3,3064,30,0,1,0
11867,-4.174943,50.398501,7,20.0,4,731,3,3064,30,0,1,0
11868,-2.788822,53.419716,3,21.0,23,90,6,0,30,1,1,6
11869,-2.788822,53.419716,11,8.0,16,22,6,0,30,0,1,6
11870,-2.788822,53.419716,1,6.0,11,666,6,0,30,0,1,6
11871,-2.788822,53.419716,6,4.0,18,430,6,0,30,0,1,6
11872,-4.269064,55.837201,5,23.0,24,926,3,77,30,1,1,0
11873,-4.269064,55.837201,7,7.0,25,111,3,77,30,0,1,0
11874,-4.269064,55.837201,7,4.0,3,280,3,77,30,0,1,0
11875,-4.269064,55.837201,10,23.0,24,575,3,77,30,0,1,0
11876,0.14493699999999998,51.567206,7,10.0,17,16,3,1112,30,1,1,0
11877,0.14493699999999998,51.567206,8,18.0,17,60,3,1112,30,0,1,0
11878,0.14493699999999998,51.567206,4,0.0,18,151,3,1112,30,0,1,0
11879,0.14493699999999998,51.567206,12,14.0,24,183,3,1112,30,0,1,0
11880,-0.011904000000000001,51.527704,10,18.0,25,5,3,12,30,1,1,0
11881,-0.011904000000000001,51.527704,2,10.0,21,645,3,12,30,0,1,0
11882,-0.011904000000000001,51.527704,8,5.0,13,423,3,12,30,0,1,0
11883,-0.011904000000000001,51.527704,2,0.0,1,137,3,12,30,0,1,0
11884,-3.239057,55.899145,8,15.0,14,923,3,720,70,1,1,0
11885,-3.239057,55.899145,7,12.0,1,397,3,720,70,0,1,0
11886,-3.239057,55.899145,1,18.0,17,565,3,720,70,0,1,0
11887,-3.239057,55.899145,4,13.0,10,519,3,720,70,0,1,0
11888,-0.065915,51.518715,3,13.0,20,5,6,0,30,1,1,3
11889,-0.065915,51.518715,1,12.0,19,19,6,0,30,0,1,3
11890,-0.065915,51.518715,4,17.0,7,118,6,0,30,0,1,3
11891,-0.065915,51.518715,3,11.0,1,728,6,0,30,0,1,3
11892,-4.609582,55.52275899999999,8,18.0,26,937,3,79,70,1,1,9
11893,-4.609582,55.52275899999999,10,4.0,5,284,3,79,70,0,1,9
11894,-4.609582,55.52275899999999,4,17.0,6,696,3,79,70,0,1,9
11895,-4.609582,55.52275899999999,8,1.0,5,783,3,79,70,0,1,9
11896,-2.2366669999999997,51.40429,7,12.0,15,635,3,365,60,1,1,3
11897,-2.2366669999999997,51.40429,4,2.0,11,14,3,365,60,0,1,3
11898,-2.2366669999999997,51.40429,2,7.0,10,204,3,365,60,0,1,3
11899,-2.2366669999999997,51.40429,5,16.0,13,422,3,365,60,0,1,3
11900,-0.22395700000000002,51.761487,9,16.0,16,438,6,422,30,1,2,0
11901,-0.22395700000000002,51.761487,9,16.0,10,838,6,422,30,0,2,0
11902,-0.22395700000000002,51.761487,8,21.0,5,752,6,422,30,0,2,0
11903,-0.22395700000000002,51.761487,5,2.0,2,178,6,422,30,0,2,0
11904,-0.5369430000000001,51.436513,9,18.0,18,514,3,30,70,1,1,0
11905,-0.5369430000000001,51.436513,4,1.0,12,49,3,30,70,0,1,0
11906,-0.5369430000000001,51.436513,3,10.0,14,456,3,30,70,0,1,0
11907,-0.5369430000000001,51.436513,11,23.0,4,805,3,30,70,0,1,0
11908,-3.6237150000000002,55.885615,1,18.0,27,940,4,792,40,1,1,3
11909,-3.6237150000000002,55.885615,4,17.0,13,177,4,792,40,0,1,3
11910,-3.6237150000000002,55.885615,6,16.0,22,613,4,792,40,0,1,3
11911,-3.6237150000000002,55.885615,7,15.0,15,582,4,792,40,0,1,3
11912,-0.404474,54.238445999999996,11,12.0,21,186,4,1261,40,1,1,3
11913,-0.404474,54.238445999999996,10,4.0,7,542,4,1261,40,0,1,3
11914,-0.404474,54.238445999999996,12,20.0,26,273,4,1261,40,0,1,3
11915,-0.404474,54.238445999999996,7,18.0,25,713,4,1261,40,0,1,3
11916,0.191158,51.460056,8,12.0,23,18,3,206,30,1,1,0
11917,0.191158,51.460056,11,1.0,3,727,3,206,30,0,1,0
11918,0.191158,51.460056,11,18.0,7,213,3,206,30,0,1,0
11919,0.191158,51.460056,4,13.0,5,708,3,206,30,0,1,0
11920,-1.359632,54.804759999999995,10,14.0,16,169,3,19,70,1,1,5
11921,-1.359632,54.804759999999995,3,4.0,27,298,3,19,70,0,1,5
11922,-1.359632,54.804759999999995,6,0.0,17,431,3,19,70,0,1,5
11923,-1.359632,54.804759999999995,11,9.0,7,755,3,19,70,0,1,5
11924,-1.194717,54.089767,11,18.0,14,181,3,19,60,1,2,3
11925,-1.194717,54.089767,12,13.0,3,619,3,19,60,0,2,3
11926,-1.194717,54.089767,12,10.0,13,158,3,19,60,0,2,3
11927,-1.194717,54.089767,4,0.0,16,55,3,19,60,0,2,3
11928,-4.159294,55.925518000000004,5,14.0,13,920,6,0,30,1,1,0
11929,-4.159294,55.925518000000004,12,4.0,23,43,6,0,30,0,1,0
11930,-4.159294,55.925518000000004,8,3.0,22,142,6,0,30,0,1,0
11931,-4.159294,55.925518000000004,10,20.0,22,486,6,0,30,0,1,0
11932,-0.554719,50.813497999999996,10,21.0,23,558,4,2187,60,1,1,0
11933,-0.554719,50.813497999999996,2,23.0,7,107,4,2187,60,0,1,0
11934,-0.554719,50.813497999999996,7,18.0,1,622,4,2187,60,0,1,0
11935,-0.554719,50.813497999999996,7,7.0,14,57,4,2187,60,0,1,0
11936,-1.6834049999999998,51.707725,10,15.0,22,621,3,361,60,1,1,0
11937,-1.6834049999999998,51.707725,2,22.0,22,896,3,361,60,0,1,0
11938,-1.6834049999999998,51.707725,1,13.0,21,674,3,361,60,0,1,0
11939,-1.6834049999999998,51.707725,3,21.0,15,861,3,361,60,0,1,0
11940,-2.208192,51.742644,12,14.0,28,624,6,7505,30,1,1,8
11941,-2.208192,51.742644,11,22.0,7,125,6,7505,30,0,1,8
11942,-2.208192,51.742644,1,11.0,24,156,6,7505,30,0,1,8
11943,-2.208192,51.742644,9,5.0,17,487,6,7505,30,0,1,8
11944,-2.500314,53.224993999999995,5,16.0,15,130,3,533,60,1,1,0
11945,-2.500314,53.224993999999995,11,15.0,21,763,3,533,60,0,1,0
11946,-2.500314,53.224993999999995,1,21.0,21,675,3,533,60,0,1,0
11947,-2.500314,53.224993999999995,6,13.0,20,286,3,533,60,0,1,0
11948,-4.224558,55.908547,5,14.0,17,920,6,0,60,1,2,0
11949,-4.224558,55.908547,6,20.0,25,705,6,0,60,0,2,0
11950,-4.224558,55.908547,5,21.0,14,926,6,0,60,0,2,0
11951,-4.224558,55.908547,1,23.0,18,875,6,0,60,0,2,0
11952,-4.351451,57.648217,5,6.0,19,927,5,0,60,1,1,0
11953,-4.351451,57.648217,5,16.0,12,210,5,0,60,0,1,0
11954,-4.351451,57.648217,2,6.0,27,110,5,0,60,0,1,0
11955,-4.351451,57.648217,11,2.0,22,346,5,0,60,0,1,0
11956,0.018915,51.595341,8,17.0,29,14,3,406,50,1,2,0
11957,0.018915,51.595341,4,8.0,25,677,3,406,50,0,2,0
11958,0.018915,51.595341,5,13.0,27,838,3,406,50,0,2,0
11959,0.018915,51.595341,8,13.0,27,539,3,406,50,0,2,0
11960,-0.192936,51.52146,4,7.0,21,1,3,404,30,1,1,3
11961,-0.192936,51.52146,3,14.0,14,164,3,404,30,0,1,3
11962,-0.192936,51.52146,4,4.0,21,732,3,404,30,0,1,3
11963,-0.192936,51.52146,10,5.0,10,57,3,404,30,0,1,3
11964,-2.306803,53.446062,7,17.0,17,112,3,56,40,1,1,6
11965,-2.306803,53.446062,6,16.0,25,411,3,56,40,0,1,6
11966,-2.306803,53.446062,4,13.0,28,44,3,56,40,0,1,6
11967,-2.306803,53.446062,8,21.0,17,352,3,56,40,0,1,6
11968,-1.922341,50.724410999999996,6,14.0,27,643,5,1,30,1,1,0
11969,-1.922341,50.724410999999996,11,7.0,3,816,5,1,30,0,1,0
11970,-1.922341,50.724410999999996,9,19.0,16,626,5,1,30,0,1,0
11971,-1.922341,50.724410999999996,12,22.0,16,843,5,1,30,0,1,0
11972,0.550118,51.396037,2,18.0,18,544,3,289,40,1,1,7
11973,0.550118,51.396037,1,18.0,23,332,3,289,40,0,1,7
11974,0.550118,51.396037,4,12.0,19,371,3,289,40,0,1,7
11975,0.550118,51.396037,4,11.0,7,64,3,289,40,0,1,7
11976,-0.362279,51.41361,6,18.0,18,24,3,3008,30,1,1,0
11977,-0.362279,51.41361,8,20.0,6,155,3,3008,30,0,1,0
11978,-0.362279,51.41361,9,2.0,28,480,3,3008,30,0,1,0
11979,-0.362279,51.41361,8,9.0,11,165,3,3008,30,0,1,0
11980,-2.1906939999999997,53.507245,4,17.0,14,102,6,0,20,1,1,6
11981,-2.1906939999999997,53.507245,7,5.0,3,908,6,0,20,0,1,6
11982,-2.1906939999999997,53.507245,8,23.0,22,834,6,0,20,0,1,6
11983,-2.1906939999999997,53.507245,3,14.0,28,538,6,0,20,0,1,6
11984,-2.746134,56.657256999999994,11,13.0,21,912,4,9113,60,1,4,0
11985,-2.746134,56.657256999999994,11,21.0,4,222,4,9113,60,0,4,0
11986,-2.746134,56.657256999999994,11,7.0,9,16,4,9113,60,0,4,0
11987,-2.746134,56.657256999999994,2,8.0,10,310,4,9113,60,0,4,0
11988,1.346759,51.248257,8,20.0,28,533,3,258,50,1,1,3
11989,1.346759,51.248257,8,22.0,12,569,3,258,50,0,1,3
11990,1.346759,51.248257,2,5.0,9,17,3,258,50,0,1,3
11991,1.346759,51.248257,9,23.0,21,636,3,258,50,0,1,3
11992,-1.021324,53.502927,1,7.0,13,211,4,1396,30,1,1,3
11993,-1.021324,53.502927,5,14.0,17,888,4,1396,30,0,1,3
11994,-1.021324,53.502927,4,11.0,11,193,4,1396,30,0,1,3
11995,-1.021324,53.502927,11,20.0,18,843,4,1396,30,0,1,3
11996,-1.677664,53.520706999999994,8,13.0,30,210,3,628,60,1,9,0
11997,-1.677664,53.520706999999994,2,14.0,1,825,3,628,60,0,9,0
11998,-1.677664,53.520706999999994,5,13.0,18,172,3,628,60,0,9,0
11999,-1.677664,53.520706999999994,2,12.0,23,191,3,628,60,0,9,0
12000,-2.6485540000000003,51.428306,11,19.0,22,605,6,0,60,1,1,0
12001,-2.6485540000000003,51.428306,9,20.0,7,628,6,0,60,0,1,0
12002,-2.6485540000000003,51.428306,12,10.0,7,172,6,0,60,0,1,0
12003,-2.6485540000000003,51.428306,11,19.0,8,303,6,0,60,0,1,0
12004,-1.288345,51.791540000000005,3,15.0,19,481,3,34,70,1,1,0
12005,-1.288345,51.791540000000005,12,5.0,7,463,3,34,70,0,1,0
12006,-1.288345,51.791540000000005,2,21.0,26,501,3,34,70,0,1,0
12007,-1.288345,51.791540000000005,9,9.0,15,128,3,34,70,0,1,0
12008,-3.82899,53.322125,5,9.0,15,721,6,0,30,1,1,1
12009,-3.82899,53.322125,6,5.0,5,38,6,0,30,0,1,1
12010,-3.82899,53.322125,11,20.0,18,56,6,0,30,0,1,1
12011,-3.82899,53.322125,6,19.0,27,111,6,0,30,0,1,1
12012,-1.1444459999999999,52.907881999999994,11,17.0,21,347,3,60,40,1,1,1
12013,-1.1444459999999999,52.907881999999994,10,21.0,27,832,3,60,40,0,1,1
12014,-1.1444459999999999,52.907881999999994,7,7.0,24,246,3,60,40,0,1,1
12015,-1.1444459999999999,52.907881999999994,11,3.0,25,196,3,60,40,0,1,1
12016,-3.396347,51.950210999999996,7,20.0,18,753,6,0,30,1,1,3
12017,-3.396347,51.950210999999996,8,9.0,15,641,6,0,30,0,1,3
12018,-3.396347,51.950210999999996,6,6.0,4,181,6,0,30,0,1,3
12019,-3.396347,51.950210999999996,1,5.0,7,519,6,0,30,0,1,3
12020,-0.061176999999999995,51.531856,9,15.0,19,5,3,1208,30,1,1,6
12021,-0.061176999999999995,51.531856,1,1.0,10,602,3,1208,30,0,1,6
12022,-0.061176999999999995,51.531856,4,2.0,22,875,3,1208,30,0,1,6
12023,-0.061176999999999995,51.531856,2,17.0,16,49,3,1208,30,0,1,6
12024,0.288787,51.488721999999996,2,8.0,26,462,6,0,30,1,1,3
12025,0.288787,51.488721999999996,6,10.0,18,691,6,0,30,0,1,3
12026,0.288787,51.488721999999996,2,8.0,14,140,6,0,30,0,1,3
12027,0.288787,51.488721999999996,5,8.0,8,200,6,0,30,0,1,3
12028,-0.838419,51.412237,1,9.0,28,475,6,7515,30,1,1,0
12029,-0.838419,51.412237,10,8.0,14,504,6,7515,30,0,1,0
12030,-0.838419,51.412237,6,7.0,18,364,6,7515,30,0,1,0
12031,-0.838419,51.412237,3,22.0,13,196,6,7515,30,0,1,0
12032,-1.185345,52.972391,1,17.0,30,346,3,610,30,1,1,6
12033,-1.185345,52.972391,5,5.0,15,499,3,610,30,0,1,6
12034,-1.185345,52.972391,10,19.0,27,203,3,610,30,0,1,6
12035,-1.185345,52.972391,2,16.0,19,303,3,610,30,0,1,6
12036,-2.083577,52.790375,5,20.0,24,255,3,34,30,1,1,2
12037,-2.083577,52.790375,6,20.0,24,121,3,34,30,0,1,2
12038,-2.083577,52.790375,12,2.0,16,312,3,34,30,0,1,2
12039,-2.083577,52.790375,12,6.0,27,775,3,34,30,0,1,2
12040,-2.109636,52.739732999999994,2,2.0,25,254,3,449,40,1,2,0
12041,-2.109636,52.739732999999994,7,3.0,2,636,3,449,40,0,2,0
12042,-2.109636,52.739732999999994,2,19.0,23,374,3,449,40,0,2,0
12043,-2.109636,52.739732999999994,3,0.0,5,14,3,449,40,0,2,0
12044,0.458017,51.298277,5,17.0,16,542,3,20,40,1,1,0
12045,0.458017,51.298277,2,0.0,28,911,3,20,40,0,1,0
12046,0.458017,51.298277,5,23.0,8,706,3,20,40,0,1,0
12047,0.458017,51.298277,11,10.0,5,719,3,20,40,0,1,0
12048,-0.053728,51.41231,1,18.0,20,19,3,213,30,1,1,6
12049,-0.053728,51.41231,5,15.0,22,471,3,213,30,0,1,6
12050,-0.053728,51.41231,6,5.0,23,348,3,213,30,0,1,6
12051,-0.053728,51.41231,5,14.0,4,577,3,213,30,0,1,6
12052,-2.897796,53.421238,1,17.0,16,91,6,0,20,1,1,0
12053,-2.897796,53.421238,4,14.0,24,881,6,0,20,0,1,0
12054,-2.897796,53.421238,9,21.0,4,820,6,0,20,0,1,0
12055,-2.897796,53.421238,2,20.0,15,886,6,0,20,0,1,0
12056,-2.711953,52.739938,8,11.0,29,286,3,49,60,1,1,0
12057,-2.711953,52.739938,12,12.0,26,280,3,49,60,0,1,0
12058,-2.711953,52.739938,7,18.0,7,907,3,49,60,0,1,0
12059,-2.711953,52.739938,4,14.0,25,93,3,49,60,0,1,0
12060,-0.06447,51.522197999999996,6,16.0,15,5,4,108,30,1,1,0
12061,-0.06447,51.522197999999996,9,20.0,14,346,4,108,30,0,1,0
12062,-0.06447,51.522197999999996,5,8.0,17,776,4,108,30,0,1,0
12063,-0.06447,51.522197999999996,6,10.0,6,802,4,108,30,0,1,0
12064,-1.722606,55.481715,4,15.0,27,139,3,1,60,1,1,0
12065,-1.722606,55.481715,9,17.0,18,9,3,1,60,0,1,0
12066,-1.722606,55.481715,12,12.0,4,758,3,1,60,0,1,0
12067,-1.722606,55.481715,6,0.0,12,714,3,1,60,0,1,0
12068,-2.170111,53.231829000000005,11,12.0,13,129,3,536,40,1,1,6
12069,-2.170111,53.231829000000005,9,12.0,19,393,3,536,40,0,1,6
12070,-2.170111,53.231829000000005,11,4.0,19,722,3,536,40,0,1,6
12071,-2.170111,53.231829000000005,9,22.0,13,157,3,536,40,0,1,6
12072,-0.10268599999999999,51.45241,5,23.0,26,9,3,2214,30,1,1,5
12073,-0.10268599999999999,51.45241,7,22.0,8,243,3,2214,30,0,1,5
12074,-0.10268599999999999,51.45241,8,18.0,3,426,3,2214,30,0,1,5
12075,-0.10268599999999999,51.45241,10,5.0,28,680,3,2214,30,0,1,5
12076,-4.821853,51.935541,6,17.0,24,752,4,4329,60,1,1,6
12077,-4.821853,51.935541,3,6.0,10,921,4,4329,60,0,1,6
12078,-4.821853,51.935541,9,22.0,20,420,4,4329,60,0,1,6
12079,-4.821853,51.935541,10,9.0,2,288,4,4329,60,0,1,6
12080,0.5796279999999999,52.657835999999996,4,18.0,20,400,5,45,60,1,1,0
12081,0.5796279999999999,52.657835999999996,12,9.0,23,375,5,45,60,0,1,0
12082,0.5796279999999999,52.657835999999996,11,0.0,9,87,5,45,60,0,1,0
12083,0.5796279999999999,52.657835999999996,6,17.0,13,503,5,45,60,0,1,0
12084,-1.9355639999999998,52.512731,5,14.0,16,300,6,0,30,1,1,0
12085,-1.9355639999999998,52.512731,10,11.0,27,345,6,0,30,0,1,0
12086,-1.9355639999999998,52.512731,8,21.0,24,641,6,0,30,0,1,0
12087,-1.9355639999999998,52.512731,8,4.0,19,670,6,0,30,0,1,0
12088,-1.3839059999999999,52.523651,4,18.0,23,361,3,5,40,1,1,0
12089,-1.3839059999999999,52.523651,10,18.0,18,355,3,5,40,0,1,0
12090,-1.3839059999999999,52.523651,7,3.0,11,501,3,5,40,0,1,0
12091,-1.3839059999999999,52.523651,12,3.0,16,508,3,5,40,0,1,0
12092,-1.1398629999999998,53.09251,5,6.0,19,345,4,6020,50,1,2,3
12093,-1.1398629999999998,53.09251,11,9.0,20,330,4,6020,50,0,2,3
12094,-1.1398629999999998,53.09251,7,1.0,17,218,4,6020,50,0,2,3
12095,-1.1398629999999998,53.09251,3,14.0,26,599,4,6020,50,0,2,3
12096,-0.582033,51.501055,11,14.0,13,473,6,7302,30,1,1,6
12097,-0.582033,51.501055,11,19.0,18,155,6,7302,30,0,1,6
12098,-0.582033,51.501055,8,19.0,26,598,6,7302,30,0,1,6
12099,-0.582033,51.501055,5,19.0,2,137,6,7302,30,0,1,6
12100,1.138307,51.085203,11,9.0,23,539,4,2063,30,1,1,3
